"ENTITY","CODE","YEAR","DEATHS_PER_100K","HIGHER_LVL_CAT","AGE_GROUP","ABS_DEATHS","TOTAL_ABS_DEATHS","DEATHS_PER_100K_BD"
"Andean Latin America",NA,1998,0.234816524774,"Regional","70 or older",8.69463178515,97.65353311785,0.0209070082238048
"Andean Latin America",NA,1998,0.234816524774,"Regional","5-14",17.371382178,97.65353311785,0.0417710190642692
"Andean Latin America",NA,1998,0.234816524774,"Regional","15-49",34.0800948478,97.65353311785,0.0819485909073157
"Andean Latin America",NA,1998,0.234816524774,"Regional","50-69",12.4419915309,97.65353311785,0.0299178649176744
"Andean Latin America",NA,1999,0.200290095372,"Regional","Under 5",21.2568721031,84.39509203548,0.050447731475314
"Andean Latin America",NA,1999,0.200290095372,"Regional","70 or older",7.78256740378,84.39509203548,0.0184699267451098
"Andean Latin America",NA,1999,0.200290095372,"Regional","5-14",14.6707471919,84.39509203548,0.0348172539821254
"Andean Latin America",NA,1999,0.200290095372,"Regional","15-49",29.579593524,84.39509203548,0.0701995751778584
"Andean Latin America",NA,1999,0.200290095372,"Regional","50-69",11.1053118127,84.39509203548,0.0263556079915925
"Andean Latin America",NA,2000,0.167717389394,"Regional","Under 5",17.3210179181,71.40655254319,0.0406830438300929
"Andean Latin America",NA,2000,0.167717389394,"Regional","70 or older",6.8606422912,71.40655254319,0.0161140535940335
"Andean Latin America",NA,2000,0.167717389394,"Regional","5-14",11.9423549345,71.40655254319,0.028049815058911
"Andean Latin America",NA,2000,0.167717389394,"Regional","15-49",25.4823653006,71.40655254319,0.0598521512604305
"Andean Latin America",NA,2000,0.167717389394,"Regional","50-69",9.80017209879,71.40655254319,0.0230183256505321
"Andean Latin America",NA,2001,0.139931398613,"Regional","Under 5",13.8393142191,60.08056386879,0.0322326301522849
"Andean Latin America",NA,2001,0.139931398613,"Regional","70 or older",6.0500953734,60.08056386879,0.0140910512955702
"Andean Latin America",NA,2001,0.139931398613,"Regional","5-14",9.49960570438,60.08056386879,0.0221251770437603
"Andean Latin America",NA,2001,0.139931398613,"Regional","15-49",22.0434988547,60.08056386879,0.0513406903403678
"Andean Latin America",NA,2001,0.139931398613,"Regional","50-69",8.64804971721,60.08056386879,0.0201418497810168
"Andean Latin America",NA,2002,0.11802742705,"Regional","Under 5",11.0903395342,51.03526370615,0.0256482311499212
"Andean Latin America",NA,2002,0.11802742705,"Regional","70 or older",5.41317355664,51.03526370615,0.0125188526651686
"Andean Latin America",NA,2002,0.11802742705,"Regional","5-14",7.45959234333,51.03526370615,0.0172515321208975
"Andean Latin America",NA,2002,0.11802742705,"Regional","15-49",19.3066069074,51.03526370615,0.0446496985195667
"Andean Latin America",NA,2002,0.11802742705,"Regional","50-69",7.76555136458,51.03526370615,0.0179591125944461
"Andean Latin America",NA,2003,0.101052896361,"Regional","Under 5",9.09876642864,44.0859868456,0.0208559854664583
"Andean Latin America",NA,2003,0.101052896361,"Regional","70 or older",4.95123354533,44.0859868456,0.0113491049223337
"Andean Latin America",NA,2003,0.101052896361,"Regional","5-14",5.86553436853,44.0859868456,0.0134448444745227
"Andean Latin America",NA,2003,0.101052896361,"Regional","15-49",17.0908680875,44.0859868456,0.0391752991174798
"Andean Latin America",NA,2003,0.101052896361,"Regional","50-69",7.0795844156,44.0859868456,0.0162276623802055
"Andean Latin America",NA,2004,0.0885313586747,"Regional","Under 5",7.69252368505,39.08431590176,0.0174246256525656
"Andean Latin America",NA,2004,0.0885313586747,"Regional","70 or older",4.60784058464,39.08431590176,0.0104373935708629
"Andean Latin America",NA,2004,0.0885313586747,"Regional","5-14",4.73051926267,39.08431590176,0.0107152776733686
"Andean Latin America",NA,2004,0.0885313586747,"Regional","15-49",15.4967402825,39.08431590176,0.0351022511353947
"Andean Latin America",NA,2004,0.0885313586747,"Regional","50-69",6.5566920869,39.08431590176,0.0148518106425082
"Andean Latin America",NA,2005,0.0786362363116,"Regional","Under 5",6.63670802807,35.18313807197,0.0148334051317095
"Andean Latin America",NA,2005,0.0786362363116,"Regional","70 or older",4.33952417123,35.18313807197,0.00969907367303906
"Andean Latin America",NA,2005,0.0786362363116,"Regional","5-14",3.91104366242,35.18313807197,0.00874139631984863
"Andean Latin America",NA,2005,0.0786362363116,"Regional","15-49",14.1702222037,35.18313807197,0.0316712210127095
"Andean Latin America",NA,2005,0.0786362363116,"Regional","50-69",6.12564000655,35.18313807197,0.0136911401742933
"Andean Latin America",NA,2006,0.0710852076726,"Regional","Under 5",5.86834353339,32.23185325824,0.0129422411867845
"Andean Latin America",NA,2006,0.0710852076726,"Regional","70 or older",4.11074671911,32.23185325824,0.00906597836234222
"Andean Latin America",NA,2006,0.0710852076726,"Regional","5-14",3.35878084157,32.23185325824,0.0074075676547924
"Andean Latin America",NA,2006,0.0710852076726,"Regional","15-49",13.1154259552,32.23185325824,0.0289251992515093
"Andean Latin America",NA,2006,0.0710852076726,"Regional","50-69",5.77855620897,32.23185325824,0.0127442212171716
"Andean Latin America",NA,2007,0.0656725447392,"Regional","Under 5",5.32599385656,30.2205912051,0.0115739486184047
"Andean Latin America",NA,2007,0.0656725447392,"Regional","70 or older",3.97018861242,30.2205912051,0.00862764025702495
"Andean Latin America",NA,2007,0.0656725447392,"Regional","5-14",2.98262515121,30.2205912051,0.00648156028297838
